"review_title","review_text","review_star","veri","revdate","nhelpful1","page_num"
"







  
  
    Works really well
  
","









  
  
    
  I'm very pleased with this Tineco floor cleaner.  It works great and I love being able to sweep and mop at the same time.  Glad I bought it on Prime Day when price was reduced though.

  
","5.0 out of 5 stars","1","December 22, 2021",NA,"169"
"







  
  
    Awesome
  
","









  
  
    
  Easy to use.  Cleans very well.  A little tedious to take apart and clean, but well worth the time.

  
","5.0 out of 5 stars","1","July 6, 2021",NA,"169"
"







  
  
    Best purchase!! A++++
  
","









  
  
    
  THE BEST PURCHASE WE’VE MADE IN A LONG TIME! I wanted to use it awhile before I gave an opinion. I immediately fell in love and still love it! My daughter just walked through with it and said how did we live without this! It sweeps and mops all in one! Floors are so clean!!I’ve been a Dyson lover for years and this beats it!

  
","5.0 out of 5 stars","1","July 7, 2021",NA,"169"
"







  
  
    Well worth the money
  
","









  
  
    
  This machine is amazing. I love it. I wish the it had a light on the front, I can’t think of anything else it needs!! Well worth the money.

  
","5.0 out of 5 stars","1","January 12, 2021",NA,"169"
"







  
  
    LOVE LOVE LOVE THIS
  
","









  
  
    
  I DONT KNOW WHY I WAITED SO LONG TO BUY THIS.LITTLE ON THE PRICEY SIDE BUT AFTER READING REVIEWS FROM OTHERS I WENT FOR IT. I LOVE THE VACUMN-WET MOP FEATURE!!!! IT ALSO HAS THE AUTO CLEAN FEATURE AND IT GUIDES YOU THROUGH EVERYTHING WIITH THE AUDIO FEATURE 5 STARS

  
","5.0 out of 5 stars","1","April 29, 2021",NA,"169"
"







  
  
    A must have for people with kids!
  
","









  
  
    
  Amazing! I want to have another baby just so I can use this vacuum to pick up the spaghetti, scrambled eggs and applesauce they throw on the floor.

  
","5.0 out of 5 stars","1","December 17, 2020",NA,"169"
"







  
  
    Fun to Use, Cleans Great!
  
","









  
  
    
  Absolutely love this product.  Best hard floor cleaner ever.  Lightweight easy to maneuver and easy to use.  Very few parts to clean and reassemble.  Battery lasts long enough to get jobs done or to re-charge for later clean up.  Fun to use, less drudgery.  Price is reasonable for the high quality of the materials used in vacuum.  I love it!

  
","5.0 out of 5 stars","1","May 27, 2021",NA,"169"
"







  
  
    amazing cleaner!!
  
","









  
  
    
  I was skeptical, but made the purchase based on a friend's review.  I abosolutely love this thing!  It does the job!

  
","5.0 out of 5 stars","1","May 4, 2021",NA,"169"
"







  
  
    Stopped charging in less than a year!
  
","









  
  
    
  I bought a Tineco not more than a year ago and it stopped charging already. I am currently working with the company to see what we can do. For the price I paid, I expected way more.

  
","1.0 out of 5 stars","1","July 30, 2021",NA,"169"
"







  
  
    Value for money
  
","









  
  
    
  I love the concept of this product and what it does.. I gave 4 stars because  they did a terrible job with the app, you can't easily connect the app to the product and the suction power can be better. Overall, I'm still loving it.

  
","4.0 out of 5 stars","1","November 6, 2021",NA,"198"
"







  
  
    Just.. amazing
  
","









  
  
    
  You will still have to sweep corners.. but that's about it. Keep her clean and she works like a charm. Saves a ton of time and the floors actually feel look and smell clean. Also very satisfying to see what you thought ""clean"" was once you see how dirty the water is after cleaning.

  
","5.0 out of 5 stars","1","February 21, 2021",NA,"198"
"







  
  
    To vaccum and mop my floors
  
","









  
  
    
  I thought I was buying a vaccum and mop. You can do both at the same time but u can’t just vaccum with this. Very disappointing in the fact I paid so much money and I stuff have to buy a vaccum cleaner I don’t need to vaccum everyday

  
","4.0 out of 5 stars","1","March 21, 2021",NA,"198"
"







  
  
    it doesn’t get close to the wall so still have to mop with something else.
  
","









  
  
    
  It cleans well but it’s biggest flaw is the gap it leaves along the wall.  I probably wouldn’t buy it again just because of that.

  
","3.0 out of 5 stars","1","November 21, 2021","1","198"
"







  
  
    One pass =  Two cleans
  
","









  
  
    
  Both Granddaughters love their new Tineco.  At 80 I don't find it lightweight, but 25 and 28 find it just right and easy to maneuver.  Granddaughter 25, newly independent, exclaims it the best and quickest (two jobs in one pass) clean she's ever experienced.  ""My apartment looks and smells really clean!""Claire, Madeleine and Cathryn

  
","5.0 out of 5 stars","1","September 12, 2020","1","198"
"







  
  
    Has great suction
  
","









  
  
    
  I love this for quick clean ups!

  
","5.0 out of 5 stars","1","August 22, 2021",NA,"198"
"







  
  
    It’s amazing it’s a must have!!!!!
  
","









  
  
    
  This vacuum cleaner is amazing! Best Christmas gift I have gotten! Love it! Totally a must have! For all you mama’s out there!!

  
","5.0 out of 5 stars","1","December 17, 2020",NA,"198"
"







  
  
    Squeaky clean hardwood floors
  
","









  
  
    
  LOVE it. Brand new construction house and this was the 1st run thru.

  
","5.0 out of 5 stars","1","April 11, 2021",NA,"198"
"







  
  
    10/10 recommend
  
","









  
  
    
  100% worth it. This is such a great vacuum/mop!

  
","5.0 out of 5 stars","1","June 27, 2021",NA,"198"
"







  
  
    Best mop/vacuum ever!!!!!!!!!!!
  
","









  
  
    
  The cleaning of the machine at the end is awesome. Hopefully battery holds up that’s usually the first thing to go

  
","5.0 out of 5 stars","1","December 4, 2021",NA,"198"
"







  
  
    Horrible customer service!!!
  
","









  
  
    
  Great product but horrible customer service!!! Our vacuum motor burnt out a few months after purchasing. Numerous emails and videos sent later, we are told that the day we ship our damaged unit, they ship a new one. NOPE. Nearly a month later and still no replacement or refund. No one answers the phone either. Buyer beware!

  
","5.0 out of 5 stars","1","February 26, 2021","1","101"
"







  
  
    Better than the Crosswave
  
","









  
  
    
  I had the Bissel Crosswave Pet Pro for 4 months and was no satisfied with how much dirty water was left after using. I passed it along to a relative that wanted it rather than throwing it in the trash and ordered the Tineco S3. Tik Tok definitely convinced me of the purchase, and they were highly accurate. I have used many times now and am impressed more and more each time. The ONLY thing I wish was that it got a little bit closer to the walls, it is not the end of the world. As it leaves a small gap, once a week I just get my spin mop and clean the edges of the floors. All in all, I have recommended this to many of my friends, family, and coworkers. I will never go back!

  
","5.0 out of 5 stars","1","March 31, 2021",NA,"101"
"







  
  
    Really cool wet vac!
  
","









  
  
    
  Highly recommend for LVT floors, it's very easy to use and super high tech. Tells you when it's out of water, when to clean or charge. Had a bissle before this and never going back.

  
","5.0 out of 5 stars","1","July 12, 2021","1","101"
